"mindex","n","predictors","rsquare","adjr","rmse","predrsq","cp","aic","sbic","sbc","msep","fpe","apc","hsp"
263,4,"DO TDS ntu Transparancy",0.315161121708425,0.294564463714693,0.38961448797227,0.268755188740146,16.2086040987183,143.470119335914,-248.591152320038,161.033641446857,21.7395211241905,0.163212941661796,0.736330523275904,0.00119322875340792
264,4,"T TDS ntu Transparancy",0.314940879956439,0.294337598150618,0.389677132254203,0.265922022629329,16.2549810738359,143.514492511249,-248.549908833645,161.078014622193,21.7465124770058,0.163265430364406,0.736567324558114,0.00119361249153889
265,4,"Fraction_size Max_depth distance_from_source_of_the_river DO",0.314672882981127,0.294061541115897,0.389753346173693,0.259859090137933,16.3114140114765,143.568467926449,-248.499739517717,161.131990037392,21.7550197713354,0.163329300241079,0.736855471681947,0.00119407943596466
266,4,"Riverine_vs_Lentic T DO Color",0.313249926966649,0.292595789431811,0.390157762014363,0.267334678259966,16.6110501843727,143.854702552055,-248.23367332148,161.418224662998,21.8001900782735,0.163668423565323,0.738385416870445,0.00119655872282341
267,4,"Max_depth ntu Transparancy Color",0.313240128808345,0.292585696592055,0.390160545278632,0.26335573779711,16.6131134123471,143.856671443291,-248.231843070153,161.420193554234,21.8005011109502,0.163670758693031,0.738395951732381,0.00119657579464072
268,4,"Max_depth distance_from_source_of_the_river DO TDS",0.312827323230704,0.292160475809071,0.390277788772518,0.25875176103031,16.7000391375109,143.93959716117,-248.154755462079,161.503119272113,21.8136052086581,0.163769139808351,0.738839795323379,0.00119729504627847
269,4,"Riverine_vs_Lentic T TDS Color",0.312326785358311,0.291644884166079,0.390419902436576,0.258667300555682,16.8054389186338,144.040080029648,-248.061343816574,161.603602140591,21.829494279789,0.163888429558329,0.739377967622268,0.00119816715824589
270,4,"Fraction_size Max_depth distance_from_source_of_the_river Color",0.312133502034539,0.291445787810014,0.390474765962647,0.256652764501255,16.8461391755849,144.0788620417,-248.025290127085,161.642384152643,21.8356298644254,0.163934493444079,0.739585783526774,0.00119850392536994
271,4,"Fraction_size Riverine_vs_Lentic ntu Color",0.312096068270967,0.291407228218966,0.390485390655996,0.263783410886787,16.8540217169565,144.086371811154,-248.018308616002,161.649893922097,21.8368181615851,0.163943414775598,0.739626031859036,0.00119856914807335
272,4,"Riverine_vs_Lentic DO ntu Color",0.311724487108199,0.291024471682881,0.390590839556667,0.26796933032527,16.932266691783,144.160894362568,-247.949027215737,161.724416473511,21.8486136317218,0.164031971159536,0.740025551455095,0.00119921657236787
273,4,"Fraction_size Riverine_vs_Lentic T Color",0.311079321689571,0.290359902793017,0.390773859780738,0.260095977768682,17.0681211348969,144.290190151871,-247.828820559787,161.853712262814,21.8690937587874,0.164185728998307,0.740719225551815,0.00120034067608425
274,4,"Riverine_vs_Lentic Max_depth distance_from_source_of_the_river Color",0.310768011768119,0.29003923016716,0.39086214138086,0.255781358509175,17.1336746112513,144.352535595789,-247.77085591997,161.916057706732,21.8789759790119,0.164259921351661,0.741053942234278,0.00120088308680489
275,4,"Riverine_vs_Lentic distance_from_source_of_the_river DO Color",0.310165248932884,0.289418339126354,0.391033016854654,0.261782652084442,17.2606002135019,144.473169752482,-247.658694795544,162.036691863425,21.898110078732,0.164403573674246,0.74170202558344,0.00120193331039658
276,4,"Fraction_size ntu Transparancy Color",0.309850722717083,0.289094353475491,0.391122151331344,0.263980365363041,17.3268309547331,144.536075724784,-247.600205333615,162.099597835727,21.9080943969845,0.16447853254492,0.742040200386896,0.00120248132502643
277,4,"Riverine_vs_Lentic Max_depth distance_from_source_of_the_river DO",0.309602739859229,0.288838912486574,0.391192413578162,0.256211066235072,17.3790494588297,144.585652662358,-247.554108209621,162.149174773301,21.9159663632932,0.164537632594574,0.742306828572408,0.00120291339786243
278,4,"Riverine_vs_Lentic TDS ntu Color",0.30804822889517,0.28723764931307,0.391632573907863,0.25889368106014,17.7063875573066,144.896026668661,-247.265501568452,162.459548779604,21.9653127497384,0.164908108505525,0.74397822006008,0.00120562189943645
279,4,"Riverine_vs_Lentic Max_depth ntu Color",0.307448598950042,0.286619985384629,0.3918022271807,0.256128235544675,17.8326534573655,145.015562599334,-247.154340807343,162.579084710277,21.9843473990144,0.165051014187949,0.744622934963489,0.00120666666443828
280,4,"Riverine_vs_Lentic Max_depth T Color",0.30711717989166,0.28627859883577,0.39189596404541,0.249878786855073,17.9024413758028,145.081586420935,-247.092940924011,162.645108531878,21.9948679635574,0.165129999013659,0.744979272748065,0.00120724411230584
281,4,"Max_depth distance_from_source_of_the_river TDS Color",0.306630377197046,0.285777155458612,0.392033608181536,0.253237410142447,18.004948898794,145.1785078366,-247.002804817792,162.742029947543,22.0103210252897,0.165246015353145,0.74550267714904,0.00120809229279159
282,4,"T ntu Transparancy Color",0.305719484810466,0.284838867812284,0.392291034532407,0.260498862424139,18.1967582771993,145.359681987002,-246.834306322226,162.923204097946,22.0392363875853,0.165463102073341,0.746482057684988,0.0012096793857873
283,4,"Fraction_size Max_depth distance_from_source_of_the_river TDS",0.304324974730851,0.283402417579899,0.392684808638539,0.243536523190706,18.4904045031328,145.636586463374,-246.576754897919,163.200108574317,22.0835037069427,0.165795446073493,0.747981418146529,0.0012121091098825
284,4,"DO ntu Transparancy Color",0.304267455272838,0.283343168213375,0.392701042188458,0.261336536650348,18.5025165502309,145.647996039377,-246.566142219515,163.21151815032,22.0853296042627,0.16580915429048,0.74804326237582,0.00121220932888781
285,4,"Fraction_size Riverine_vs_Lentic Max_depth distance_from_source_of_the_river",0.301308316899048,0.280295033196764,0.393535287846283,0.243329137068442,19.1256313115947,146.233702599031,-246.021288192257,163.797224709974,22.1792644745301,0.166514385395314,0.751224892356663,0.00121736518248322
286,4,"Fraction_size distance_from_source_of_the_river DO Color",0.300591877796917,0.279557047053967,0.393737001875306,0.250754894661691,19.276494070873,146.375135427178,-245.889703733446,163.938657538121,22.2020071129648,0.166685129401075,0.751995199060458,0.00121861346987436
287,4,"Riverine_vs_Lentic Max_depth distance_from_source_of_the_river TDS",0.299732880043284,0.278672214781427,0.39397871726634,0.24131448564467,19.4573758386902,146.544520011992,-245.732105454208,164.108042122935,22.2292751323525,0.166889848430171,0.752918783111357,0.00122011014427652
288,4,"Max_depth TDS Transparancy Color",0.298825366918337,0.277737408028663,0.394233923517401,0.242236594303739,19.6484736357024,146.723245711403,-245.565806087414,164.286767822346,22.2580832233877,0.167106129794174,0.753894530305848,0.00122169134941704
289,4,"Fraction_size Riverine_vs_Lentic distance_from_source_of_the_river Color",0.298774160234919,0.277684661294616,0.394248318678182,0.245690900218092,19.659256382667,146.733323463731,-245.556428710432,164.296845574674,22.25970872803,0.167118333530992,0.753949587115839,0.00122178056936199
290,4,"Fraction_size Riverine_vs_Lentic distance_from_source_of_the_river DO",0.297467823391369,0.276339036124944,0.394615376932242,0.246636604928768,19.934335702289,146.990169065818,-245.317422178065,164.553691176761,22.3011770767261,0.167429663809975,0.755354144774693,0.0012240566648536
291,4,"Riverine_vs_Lentic Max_depth DO Color",0.297103467101925,0.275963721751607,0.394717693923392,0.243595054125744,20.0110593135805,147.061721850715,-245.250835290432,164.625243961658,22.3127432005286,0.167516498339524,0.75574589627387,0.0012246915008929
292,4,"distance_from_source_of_the_river DO TDS Color",0.296156733169275,0.274988514617975,0.394983427832897,0.249566564474867,20.2104159552784,147.247469495668,-245.077971226944,164.810991606611,22.3427963166414,0.167742126928988,0.756763813208975,0.00122634104239247
293,4,"Fraction_size Riverine_vs_Lentic Max_depth Transparancy",0.296032398624896,0.274860440688803,0.395018313380722,0.240940060682253,20.2365974581901,147.271845166515,-245.055285448775,164.835367277458,22.3467431916505,0.167771758726162,0.756897496215337,0.00122655767663754
294,4,"Max_depth T ntu Transparancy",0.295934655422215,0.274759757840928,0.395045735818104,0.246317107065504,20.2571795414591,147.291004607394,-245.037454141297,164.854526718337,22.3498459512729,0.167795053191682,0.757002588531002,0.00122672797946875
295,4,"Riverine_vs_Lentic distance_from_source_of_the_river DO TDS",0.295304085919139,0.274110223841519,0.395222600114231,0.244121136060688,20.3899604782726,147.414543775867,-244.922475890674,164.97806588681,22.3698627456854,0.167945332486245,0.757680569274911,0.00122782665199734
296,4,"Fraction_size Max_depth TDS Transparancy",0.294878186167371,0.27367151507466,0.395342013167978,0.231834716688594,20.4796434834805,147.497922167794,-244.844872624025,165.061444278737,22.3833825047759,0.168046834246064,0.758138491564406,0.00122856871826429
297,4,"Fraction_size TDS Transparancy Color",0.294783166742536,0.273573637922763,0.395368649633139,0.241452701802213,20.4996520125696,147.516517248733,-244.827565209994,165.080039359676,22.3863988008112,0.168069479572335,0.758240655306897,0.00122873427532222
298,4,"Fraction_size Riverine_vs_Lentic DO Color",0.294707773845684,0.273495977570366,0.395389782985169,0.243327972722091,20.5155277240087,147.531269681134,-244.813834271053,165.094791792078,22.3887920724634,0.168087447443123,0.75832171684261,0.00122886563610675
299,4,"Riverine_vs_Lentic distance_from_source_of_the_river TDS Color",0.294308379455636,0.273084571318964,0.395501718226591,0.243047367295883,20.5996294146389,147.609394497981,-244.741117839691,165.172916608925,22.4014704455151,0.168182632362305,0.758751140886045,0.00122956152076701
300,4,"Fraction_size distance_from_source_of_the_river DO TDS",0.292898024493256,0.271631799665986,0.395896734531968,0.239693932351652,20.8966121456952,147.884918183826,-244.484652357567,165.44844029477,22.4462407447332,0.168518752564435,0.76026753757492,0.00123201885218754
301,4,"Fraction_size Riverine_vs_Lentic Max_depth Color",0.292766292369959,0.271496105674319,0.395933610322521,0.234937879158037,20.924351379284,147.910624999096,-244.460722463392,165.474147110039,22.4504224484418,0.168550147375734,0.760409174369141,0.00123224837560136
302,4,"Fraction_size Riverine_vs_Lentic DO Transparancy",0.291657114278037,0.27035356884279,0.396243966594382,0.241248268854769,21.157914381332,148.126885438452,-244.259402114905,165.690407549395,22.4856321909435,0.168814490164889,0.761601749310081,0.00123418095161871
303,4,"Max_depth T TDS Transparancy",0.291340638944791,0.270027575454409,0.396332474180349,0.229261000969797,21.2245555541476,148.188527679053,-244.202015608333,165.752049789996,22.4956783819681,0.168889913555324,0.761942019781165,0.00123473236229258
304,4,"Riverine_vs_Lentic Max_depth DO Transparancy",0.290497423873772,0.26915900053163,0.396568196856724,0.237334558977308,21.402113914517,148.352632624282,-244.049234406997,165.916154735225,22.5224453959764,0.169090871206178,0.762848634481584,0.00123620153774383
305,4,"Riverine_vs_Lentic DO TDS Color",0.29034245872375,0.268999374775592,0.396611502474589,0.238102031527456,21.4347453971578,148.382770436817,-244.021175257392,165.946292547761,22.527364608742,0.169127802985012,0.763015251146645,0.00123647154121274
306,4,"Fraction_size T ntu Transparancy",0.290303693459095,0.268959443638316,0.396622334840208,0.244154178318853,21.4429083167591,148.390308524,-244.014157041059,165.953830634943,22.5285951730638,0.16913704164403,0.763056931092853,0.00123653908385654
307,4,"Max_depth DO TDS Transparancy",0.289440515451924,0.268070305390328,0.396863460261022,0.229709145000539,21.6246703332693,148.558050955192,-243.857978401068,166.121573066135,22.5559958903941,0.169342756924213,0.763985009702067,0.00123804304172184
308,4,"T TDS Transparancy Color",0.289333061165706,0.267959619396254,0.396893466944955,0.236279715753949,21.6472973089143,148.578918413441,-243.838548868064,166.142440524384,22.5594069185923,0.16936836576551,0.764100543257925,0.00123823026465566
309,4,"Riverine_vs_Lentic Max_depth TDS Color",0.289250254955376,0.267874322773583,0.396916589088962,0.229908331608243,21.6647340643044,148.594997100526,-243.823578028525,166.158519211469,22.5620355184218,0.169388100400333,0.764189575499107,0.00123837454202405
310,4,"DO TDS Transparancy Color",0.289248956181588,0.267872984938929,0.39691695173744,0.239636910256664,21.6650075510484,148.59524927173,-243.823343231664,166.158771382673,22.5620767466889,0.169388409928161,0.764190971925059,0.00123837680494205
311,4,"Fraction_size Max_depth Transparancy Color",0.287805408766877,0.266386022564377,0.397319819810887,0.232145527755924,21.968979717677,148.875245368085,-243.562626002909,166.438767479028,22.6079007069088,0.169732440659259,0.765743056739373,0.001240891969219
312,4,"Fraction_size distance_from_source_of_the_river TDS Color",0.286544580134593,0.265087274273979,0.397671360452237,0.233949946609893,22.2344762349353,149.119336688204,-243.335320844027,166.682858799147,22.6479244432275,0.170032925279116,0.767098684516942,0.0012430887734964
313,4,"Max_depth T Transparancy Color",0.285875549651453,0.264398122573301,0.397857771482477,0.232312428569195,22.3753560172188,149.248683165215,-243.214861776662,166.812205276159,22.6691621427536,0.170192370714642,0.767818018043926,0.00124425445849866
314,4,"Fraction_size T TDS Transparancy",0.285524975758279,0.264037005104392,0.397955416531605,0.225613968828765,22.4491774274377,149.316412713055,-243.151783791622,166.879934823999,22.680290758254,0.170275920580441,0.768194950876438,0.00124486528078517
315,4,"T DO ntu Transparancy",0.284902389014456,0.263395693947221,0.398128766059407,0.239353743435566,22.5802774103724,149.436612238371,-243.039835763567,167.000134349314,22.700054148006,0.170424297398872,0.76886434865363,0.00124595004455628
316,4,"Fraction_size DO TDS Transparancy",0.284060684267899,0.262528674772197,0.398363005634324,0.227161022227776,22.7575177371291,149.598949444702,-242.888635376785,167.162471555645,22.7267732182838,0.17062489510448,0.769769339471356,0.00124741658849429
317,4,"Fraction_size T Transparancy Color",0.283616995472298,0.262071641952668,0.398486425191402,0.233545636493279,22.8509466353651,149.684445641871,-242.809001075233,167.247967752814,22.740857672672,0.170730636404817,0.770246388326777,0.00124818964949485
318,4,"Max_depth DO Transparancy Color",0.282254221829399,0.260667882636298,0.398865264988044,0.229934452535839,23.1379100233598,149.946713328837,-242.564700671155,167.51023543978,22.7841175507782,0.171055416878192,0.771711626153353,0.00125056407762187
319,4,"Fraction_size Riverine_vs_Lentic TDS Color",0.282008610618818,0.260414884622392,0.398933504609983,0.224233068985717,23.1896291224815,149.993928582655,-242.520717667344,167.557450693598,22.7919142315305,0.171113951709456,0.771975704372248,0.00125099201821916
320,4,"Fraction_size DO Transparancy Color",0.281140961418827,0.259521140709619,0.399174475347078,0.232741362507503,23.3723326516536,150.160592560786,-242.365457408274,167.72411467173,22.819456882378,0.171320732578285,0.772908590354193,0.00125250376646553
321,4,"Fraction_size Riverine_vs_Lentic distance_from_source_of_the_river TDS",0.281091515092208,0.259470207275432,0.399188203610219,0.222840080923887,23.3827447149368,150.170084489022,-242.356614681807,167.733606599965,22.8210265062649,0.17133251678137,0.772961754449732,0.0012525899192535
322,4,"T DO TDS Transparancy",0.27996567694186,0.258310509331089,0.399500653319138,0.222844076419557,23.619815876124,150.386028716396,-242.155432175055,167.949550827339,22.8567651055585,0.171600830047713,0.774172242085067,0.00125455152291716
323,4,"Riverine_vs_Lentic T DO TDS",0.279404393126537,0.257732344799515,0.399656333098546,0.219295935188524,23.7380071150807,150.4935610796,-242.055245026732,168.057083190543,22.8745824955266,0.171734596960647,0.774775727691017,0.00125552947555463
324,4,"Riverine_vs_Lentic T TDS ntu",0.278320896193044,0.256616261492083,0.399956684470008,0.216914009647148,23.966162357543,150.700903833159,-241.862054755161,168.264425944102,22.9089770154937,0.171992819335869,0.775940690559358,0.00125741730601557
325,4,"T DO Transparancy Color",0.278104233571728,0.256393082701705,0.400016717495937,0.231024135912158,24.0117856642371,150.742327998379,-241.823456402007,168.305850109322,22.9158547524071,0.172044455048872,0.77617364360333,0.00125779480804961
326,4,"Riverine_vs_Lentic DO TDS ntu",0.277109538481802,0.255368471969976,0.400292212736084,0.221740990506997,24.2212416325956,150.932346343575,-241.646393383066,168.495868454518,22.9474303472003,0.172281513891221,0.777243127797762,0.00125952791465292
327,4,"Riverine_vs_Lentic Max_depth T TDS",0.275565359936006,0.253777851964157,0.400719520147354,0.204673915193039,24.5464040023546,151.226816079426,-241.371977487746,168.790338190369,22.9964487414241,0.172649527347962,0.778903409993617,0.001262218413542
328,4,"Riverine_vs_Lentic Max_depth TDS ntu",0.274684572540377,0.252870574722042,0.400963049009047,0.211136659327509,24.7318740813144,151.394498327938,-241.215702209987,168.958020438882,23.0244084510728,0.172859439352634,0.77985042200546,0.00126375305311843
